text,category
Departure announcement for flight AI580 to Kolkata,Departure
Gate changed from 10 to 15 for flight AI942,Gate Change
Flight AI560 to London is delayed by 103 minutes,Delay
Airport emergency protocol has been activated,Emergency
Flight AI203 from Delhi has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Departure announcement for flight AI856 to London,Departure
Arrival completed for flight AI462 from Chennai,Arrival
Due to weather conditions flight AI384 has been delayed,Delay
Flight AI386 bound for Bangalore will depart shortly,Departure
Flight AI682 departure gate has been changed,Gate Change
Gate update for flight AI253,Gate Change
Final boarding call for flight AI167,Boarding
Final boarding call for flight AI220,Boarding
Security alert reported near terminal,Emergency
Passengers may now board flight AI590,Boarding
Arrival completed for flight AI506 from Kolkata,Arrival
Flight AI976 bound for Delhi will depart shortly,Departure
Flight AI427 departure gate has been changed,Gate Change
Flight AI351 to Chennai is ready for departure,Departure
Emergency evacuation required immediately,Emergency
Boarding announcement for flight AI403,Boarding
Boarding announcement for flight AI285,Boarding
Passengers for flight AI576 to Bangalore proceed to gate 15,Departure
Emergency evacuation required immediately,Emergency
Emergency evacuation required immediately,Emergency
Passengers for flight AI131 to Mumbai proceed to gate 17,Departure
Final boarding call for flight AI839,Boarding
Flight AI616 to Chennai is delayed by 41 minutes,Delay
Flight AI567 to Delhi is ready for departure,Departure
Flight AI899 departure gate has been changed,Gate Change
Passengers for flight AI893 to Singapore proceed to gate 4,Departure
Flight AI676 from Delhi has arrived,Arrival
Flight AI835 to Bangalore is delayed by 52 minutes,Delay
Arrival completed for flight AI567 from London,Arrival
Gate changed from 9 to 16 for flight AI724,Gate Change
Boarding announcement for flight AI478,Boarding
Emergency evacuation required immediately,Emergency
Departure announcement for flight AI691 to Delhi,Departure
Flight AI563 from Hyderabad has arrived,Arrival
Flight AI499 to Dubai is delayed by 18 minutes,Delay
Flight AI397 departure gate has been changed,Gate Change
Boarding announcement for flight AI147,Boarding
Passengers arriving on flight AI262 from Delhi may collect baggage,Arrival
Departure announcement for flight AI783 to Singapore,Departure
Departure announcement for flight AI799 to Delhi,Departure
Flight AI688 to Mumbai is ready for departure,Departure
Flight AI205 to Mumbai is ready for departure,Departure
Flight AI862 bound for Hyderabad will depart shortly,Departure
Passengers for flight AI835 to Singapore proceed to gate 11,Departure
Flight AI277 departure gate has been changed,Gate Change
Departure announcement for flight AI547 to Kolkata,Departure
Flight AI153 bound for Chennai will depart shortly,Departure
Gate changed from 4 to 20 for flight AI899,Gate Change
Flight AI993 scheduled for Dubai is delayed,Delay
Flight AI581 has successfully landed from Kolkata,Arrival
Gate update for flight AI265,Gate Change
Gate update for flight AI258,Gate Change
Passengers may now board flight AI272,Boarding
Passengers for flight AI160 to Delhi proceed to gate 10,Departure
Flight AI541 scheduled for Delhi is delayed,Delay
Flight AI755 to Singapore is delayed by 79 minutes,Delay
Gate update for flight AI412,Gate Change
Flight AI867 bound for Kolkata will depart shortly,Departure
Flight AI864 scheduled for Chennai is delayed,Delay
Flight AI519 departure gate has been changed,Gate Change
Passengers may now board flight AI773,Boarding
Passengers arriving on flight AI816 from Mumbai may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Flight AI730 scheduled for Bangalore is delayed,Delay
Boarding announcement for flight AI638,Boarding
Due to weather conditions flight AI370 has been delayed,Delay
Flight AI228 to Dubai is delayed by 44 minutes,Delay
Passengers arriving on flight AI788 from Hyderabad may collect baggage,Arrival
Boarding started for flight AI169 at gate 4,Boarding
Flight AI989 scheduled for Pune is delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI398,Boarding
Passengers for flight AI859 please proceed to gate 19,Gate Change
Final boarding call for flight AI868,Boarding
Boarding announcement for flight AI829,Boarding
Airport emergency protocol has been activated,Emergency
Boarding started for flight AI432 at gate 15,Boarding
Passengers for flight AI531 please proceed to gate 20,Gate Change
Flight AI174 bound for Dubai will depart shortly,Departure
Passengers for flight AI406 please proceed to gate 15,Gate Change
Security alert reported near terminal,Emergency
Passengers arriving on flight AI622 from Kolkata may collect baggage,Arrival
Arrival completed for flight AI837 from London,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI957 departure gate has been changed,Gate Change
Flight AI247 bound for London will depart shortly,Departure
Passengers for flight AI433 please proceed to gate 17,Gate Change
Flight AI438 bound for Delhi will depart shortly,Departure
Passengers arriving on flight AI263 from Delhi may collect baggage,Arrival
Flight AI147 bound for Mumbai will depart shortly,Departure
Boarding announcement for flight AI236,Boarding
Final boarding call for flight AI582,Boarding
Flight AI164 departure gate has been changed,Gate Change
Passengers for flight AI525 to Singapore proceed to gate 3,Departure
Departure announcement for flight AI287 to Hyderabad,Departure
Passengers of flight AI513 please note the delay,Delay
Gate update for flight AI698,Gate Change
Flight AI145 to Kolkata is ready for departure,Departure
Flight AI275 to Pune is ready for departure,Departure
Gate update for flight AI550,Gate Change
Flight AI231 scheduled for Hyderabad is delayed,Delay
Flight AI236 scheduled for Hyderabad is delayed,Delay
Flight AI199 has successfully landed from Dubai,Arrival
Flight AI342 departure gate has been changed,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Due to weather conditions flight AI171 has been delayed,Delay
Due to weather conditions flight AI668 has been delayed,Delay
Emergency evacuation required immediately,Emergency
Due to weather conditions flight AI901 has been delayed,Delay
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI650 has been delayed,Delay
Boarding started for flight AI852 at gate 8,Boarding
Flight AI746 from Delhi has arrived,Arrival
Passengers for flight AI196 please proceed to gate 18,Gate Change
Passengers may now board flight AI291,Boarding
Flight AI876 scheduled for Dubai is delayed,Delay
Security alert reported near terminal,Emergency
Gate changed from 10 to 14 for flight AI620,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Flight AI657 from Dubai has arrived,Arrival
Emergency evacuation required immediately,Emergency
Flight AI933 has successfully landed from Pune,Arrival
Emergency evacuation required immediately,Emergency
Flight AI569 scheduled for Delhi is delayed,Delay
Due to weather conditions flight AI872 has been delayed,Delay
Flight AI278 scheduled for Delhi is delayed,Delay
Passengers of flight AI418 please note the delay,Delay
Gate update for flight AI221,Gate Change
Passengers for flight AI731 to Pune proceed to gate 20,Departure
Flight AI390 to Mumbai is delayed by 113 minutes,Delay
Arrival completed for flight AI785 from Mumbai,Arrival
Flight AI763 has successfully landed from Chennai,Arrival
Boarding started for flight AI377 at gate 5,Boarding
Flight AI854 departure gate has been changed,Gate Change
Security alert reported near terminal,Emergency
Passengers for flight AI547 please proceed to gate 15,Gate Change
Airport emergency protocol has been activated,Emergency
Flight AI992 from London has arrived,Arrival
Passengers for flight AI999 please proceed to gate 15,Gate Change
Flight AI548 departure gate has been changed,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers are requested to follow emergency procedures,Emergency
Flight AI949 scheduled for London is delayed,Delay
Departure announcement for flight AI373 to Chennai,Departure
Boarding started for flight AI809 at gate 4,Boarding
Emergency evacuation required immediately,Emergency
Flight AI335 to Kolkata is delayed by 116 minutes,Delay
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Departure announcement for flight AI332 to Delhi,Departure
Due to weather conditions flight AI802 has been delayed,Delay
Gate update for flight AI272,Gate Change
Security alert reported near terminal,Emergency
Flight AI682 departure gate has been changed,Gate Change
Passengers may now board flight AI944,Boarding
Passengers may now board flight AI639,Boarding
Arrival completed for flight AI689 from Kolkata,Arrival
Passengers are requested to follow emergency procedures,Emergency
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI108,Boarding
Passengers for flight AI690 please proceed to gate 12,Gate Change
Gate changed from 2 to 11 for flight AI429,Gate Change
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI211 from Dubai may collect baggage,Arrival
Final boarding call for flight AI300,Boarding
Emergency evacuation required immediately,Emergency
Passengers for flight AI377 to Kolkata proceed to gate 8,Departure
Flight AI145 to Hyderabad is ready for departure,Departure
Flight AI871 to Chennai is delayed by 110 minutes,Delay
Flight AI322 scheduled for Bangalore is delayed,Delay
Flight AI445 to Bangalore is delayed by 55 minutes,Delay
Security alert reported near terminal,Emergency
Flight AI921 to Hyderabad is delayed by 109 minutes,Delay
Boarding announcement for flight AI993,Boarding
Flight AI190 departure gate has been changed,Gate Change
Arrival completed for flight AI908 from Hyderabad,Arrival
Departure announcement for flight AI887 to Chennai,Departure
Gate update for flight AI679,Gate Change
Flight AI337 to London is delayed by 40 minutes,Delay
Final boarding call for flight AI589,Boarding
Boarding started for flight AI554 at gate 14,Boarding
Flight AI204 has successfully landed from Chennai,Arrival
Flight AI342 has successfully landed from Bangalore,Arrival
Arrival completed for flight AI386 from Chennai,Arrival
Flight AI904 bound for Singapore will depart shortly,Departure
Passengers may now board flight AI662,Boarding
